state,year,metric,value
Sikkim,2019,Capital: Public Debt Receipts,833.21
Sikkim,2019,FC Grant: Health,0.0
Sikkim,2019,FC Grant: Others,0.0
Sikkim,2019,FC Grant: Revenue Deficit,0.0
Sikkim,2019,FC Grant: Rural Local Bodies,40.09
Sikkim,2019,FC Grant: SDMF,0.0
Sikkim,2019,FC Grant: SDRF,34.2
Sikkim,2019,FC Grant: Urban Local Bodies,2.21
Sikkim,2019,Grants in Aid,881.9
Sikkim,2019,Motor Vehicle Tax,41.08
Sikkim,2019,Non-Debt Capital Receipts,0.3
Sikkim,2019,Non-Tax Revenue,693.4
Sikkim,2019,SGST,454.89
Sikkim,2019,SOTR,970.41
Sikkim,2019,Sales/Trade Tax,197.63
Sikkim,2019,Share in Union Taxes,2295.56
Sikkim,2019,Stamps & Registration,13.3
Sikkim,2019,State Excise,207.15
Sikkim,2019,Total Revenue Receipts,4841.27
Sikkim,2020,Capital: Internal Debt,1361.87
Sikkim,2020,Capital: Loan Recoveries,1.17
Sikkim,2020,Capital: Loans from Centre,202.84
Sikkim,2020,Capital: Misc Receipts,0.0
Sikkim,2020,Capital: Public Debt Receipts,1564.71
Sikkim,2020,FC Grant: Health,0.0
Sikkim,2020,FC Grant: Others,0.0
Sikkim,2020,FC Grant: Revenue Deficit,448.0
Sikkim,2020,FC Grant: Rural Local Bodies,42.0
Sikkim,2020,FC Grant: SDMF,0.0
Sikkim,2020,FC Grant: SDRF,123.86
Sikkim,2020,FC Grant: Urban Local Bodies,21.98
Sikkim,2020,Grants in Aid,1676.56
Sikkim,2020,Motor Vehicle Tax,28.96
Sikkim,2020,Non-Debt Capital Receipts,1.17
Sikkim,2020,Non-Tax Revenue,662.29
Sikkim,2020,SGST,463.04
Sikkim,2020,SOTR,966.7
Sikkim,2020,Sales/Trade Tax,195.25
Sikkim,2020,Share in Union Taxes,2302.27
Sikkim,2020,Stamps & Registration,13.13
Sikkim,2020,State Excise,210.27
Sikkim,2020,Total Revenue Receipts,5607.82
Sikkim,2021,Capital: Internal Debt,1579.0
Sikkim,2021,Capital: Loan Recoveries,0.45
Sikkim,2021,Capital: Loans from Centre,303.6
Sikkim,2021,Capital: Misc Receipts,0.0
Sikkim,2021,Capital: Public Debt Receipts,1882.6
Sikkim,2021,FC Grant: Health,0.0
Sikkim,2021,FC Grant: Others,0.0
Sikkim,2021,FC Grant: Revenue Deficit,678.0
Sikkim,2021,FC Grant: Rural Local Bodies,51.98
Sikkim,2021,FC Grant: SDMF,0.0
Sikkim,2021,FC Grant: SDRF,40.0
Sikkim,2021,FC Grant: Urban Local Bodies,17.5
Sikkim,2021,Grants in Aid,1858.13
Sikkim,2021,Motor Vehicle Tax,39.09
Sikkim,2021,Non-Debt Capital Receipts,0.45
Sikkim,2021,Non-Tax Revenue,680.63
Sikkim,2021,SGST,655.55
Sikkim,2021,SOTR,1254.41
Sikkim,2021,Sales/Trade Tax,227.18
Sikkim,2021,Share in Union Taxes,3287.55
Sikkim,2021,Stamps & Registration,23.35
Sikkim,2021,State Excise,249.2
Sikkim,2021,Total Revenue Receipts,7080.72
Sikkim,2022,Capital: Internal Debt,1483.87
Sikkim,2022,Capital: Loan Recoveries,0.44
Sikkim,2022,Capital: Loans from Centre,553.03
Sikkim,2022,Capital: Misc Receipts,0.0
Sikkim,2022,Capital: Public Debt Receipts,2036.9
Sikkim,2022,FC Grant: Health,0.0
Sikkim,2022,FC Grant: Others,0.0
Sikkim,2022,FC Grant: Revenue Deficit,440.0
Sikkim,2022,FC Grant: Rural Local Bodies,33.0
Sikkim,2022,FC Grant: SDMF,10.0
Sikkim,2022,FC Grant: SDRF,42.4
Sikkim,2022,FC Grant: Urban Local Bodies,7.5
Sikkim,2022,Grants in Aid,1765.68
Sikkim,2022,Motor Vehicle Tax,49.69
Sikkim,2022,Non-Debt Capital Receipts,0.44
Sikkim,2022,Non-Tax Revenue,976.11
Sikkim,2022,SGST,804.23
Sikkim,2022,SOTR,1497.26
Sikkim,2022,Sales/Trade Tax,248.77
Sikkim,2022,Share in Union Taxes,3864.75
Sikkim,2022,Stamps & Registration,26.52
Sikkim,2022,State Excise,298.46
Sikkim,2022,Total Revenue Receipts,8103.8
Sikkim,2023,Capital: Internal Debt,1984.53
Sikkim,2023,Capital: Loan Recoveries,0.39
Sikkim,2023,Capital: Loans from Centre,800.88
Sikkim,2023,Capital: Misc Receipts,0.0
Sikkim,2023,Capital: Public Debt Receipts,2785.41
Sikkim,2023,Electricity Duty,0.0
Sikkim,2023,FC Grant: Health,0.0
Sikkim,2023,FC Grant: Others,0.0
Sikkim,2023,FC Grant: Revenue Deficit,149.0
Sikkim,2023,FC Grant: Rural Local Bodies,16.5
Sikkim,2023,FC Grant: SDMF,21.8
Sikkim,2023,FC Grant: SDRF,126.69
Sikkim,2023,FC Grant: Urban Local Bodies,8.0
Sikkim,2023,Grants in Aid,1443.35
Sikkim,2023,Motor Vehicle Tax,51.62
Sikkim,2023,Non-Debt Capital Receipts,0.39
Sikkim,2023,Non-Tax Revenue,874.41
Sikkim,2023,SGST,965.7
Sikkim,2023,SOTR,1748.17
Sikkim,2023,Sales/Trade Tax,238.19
Sikkim,2023,Share in Union Taxes,4285.45
Sikkim,2023,Stamps & Registration,38.75
Sikkim,2023,State Excise,372.25
Sikkim,2023,Total Revenue Receipts,8351.38
Tamil Nadu,2013,Capital: Internal Debt,22803.22
Tamil Nadu,2013,Capital: Loan Recoveries,619.97
Tamil Nadu,2013,Capital: Loans from Centre,2011.34
Tamil Nadu,2013,Capital: Misc Receipts,0.0
Tamil Nadu,2013,Capital: Public Debt Receipts,24814.56
Tamil Nadu,2013,Grants in Aid,9122.28
Tamil Nadu,2013,Non-Debt Capital Receipts,619.97
Tamil Nadu,2013,Non-Tax Revenue,9343.25
Tamil Nadu,2013,SOTR,73718.1
Tamil Nadu,2013,Share in Union Taxes,15852.766
Tamil Nadu,2013,Total Revenue Receipts,108036.396
Tamil Nadu,2014,Capital: Internal Debt,29563.27
Tamil Nadu,2014,Capital: Loan Recoveries,1350.76
Tamil Nadu,2014,Capital: Loans from Centre,1517.09
Tamil Nadu,2014,Capital: Misc Receipts,16.29
Tamil Nadu,2014,Capital: Public Debt Receipts,31080.36
Tamil Nadu,2014,Grants in Aid,18589.27
Tamil Nadu,2014,Motor Vehicle Tax,3828.95
Tamil Nadu,2014,Non-Debt Capital Receipts,1367.05
Tamil Nadu,2014,Non-Tax Revenue,8350.6
Tamil Nadu,2014,SGST,0.0
Tamil Nadu,2014,SOTR,78656.54
Tamil Nadu,2014,Sales/Trade Tax,57190.8
Tamil Nadu,2014,Share in Union Taxes,16824.03
Tamil Nadu,2014,Stamps & Registration,8362.33
Tamil Nadu,2014,State Excise,5731.18
Tamil Nadu,2014,Total Revenue Receipts,122420.44
Tamil Nadu,2015,Capital: Internal Debt,34695.71
Tamil Nadu,2015,Capital: Loan Recoveries,683.81
Tamil Nadu,2015,Capital: Loans from Centre,1370.83
Tamil Nadu,2015,Capital: Misc Receipts,0.0
Tamil Nadu,2015,Capital: Public Debt Receipts,36066.54
Tamil Nadu,2015,Grants in Aid,19259.62
Tamil Nadu,2015,Motor Vehicle Tax,4233.39
Tamil Nadu,2015,Non-Debt Capital Receipts,683.81
Tamil Nadu,2015,Non-Tax Revenue,8918.310000000001
Tamil Nadu,2015,SGST,0.0
Tamil Nadu,2015,SOTR,80476.08
Tamil Nadu,2015,Sales/Trade Tax,57522.03
Tamil Nadu,2015,Share in Union Taxes,20353.86
Tamil Nadu,2015,Stamps & Registration,8721.45
Tamil Nadu,2015,State Excise,5836.02
Tamil Nadu,2015,Total Revenue Receipts,129007.87
Tamil Nadu,2016,Capital: Internal Debt,64282.94
Tamil Nadu,2016,Capital: Loan Recoveries,3547.96
Tamil Nadu,2016,Capital: Loans from Centre,1859.74
Tamil Nadu,2016,Capital: Misc Receipts,0.79
Tamil Nadu,2016,Capital: Public Debt Receipts,66142.68
Tamil Nadu,2016,Grants in Aid,19838.2
Tamil Nadu,2016,Motor Vehicle Tax,4854.28
Tamil Nadu,2016,Non-Debt Capital Receipts,3548.75
Tamil Nadu,2016,Non-Tax Revenue,9913.759999999998
Tamil Nadu,2016,SGST,0.0
Tamil Nadu,2016,SOTR,85941.4
Tamil Nadu,2016,Sales/Trade Tax,63233.58
Tamil Nadu,2016,Share in Union Taxes,24537.77
Tamil Nadu,2016,Stamps & Registration,7236.65
Tamil Nadu,2016,State Excise,6248.16
Tamil Nadu,2016,Total Revenue Receipts,140231.13
Tamil Nadu,2017,Capital: Internal Debt,42968.86
Tamil Nadu,2017,Capital: Loan Recoveries,8472.35
Tamil Nadu,2017,Capital: Loans from Centre,2752.7
Tamil Nadu,2017,Capital: Misc Receipts,2.24
Tamil Nadu,2017,Capital: Public Debt Receipts,45721.56
Tamil Nadu,2017,FC Grant: Health,0.0
Tamil Nadu,2017,FC Grant: Others,0.0
Tamil Nadu,2017,FC Grant: Revenue Deficit,0.0
Tamil Nadu,2017,FC Grant: Rural Local Bodies,758.06
Tamil Nadu,2017,FC Grant: SDMF,0.0
Tamil Nadu,2017,FC Grant: SDRF,561.0
Tamil Nadu,2017,FC Grant: Urban Local Bodies,631.98
Tamil Nadu,2017,Grants in Aid,14679.439999999999
Tamil Nadu,2017,Motor Vehicle Tax,5362.63
Tamil Nadu,2017,Non-Debt Capital Receipts,8474.59
Tamil Nadu,2017,Non-Tax Revenue,10764.009999999998
Tamil Nadu,2017,SGST,24589.31
Tamil Nadu,2017,SOTR,93736.6
Tamil Nadu,2017,Sales/Trade Tax,46356.15
Tamil Nadu,2017,Share in Union Taxes,27099.71
Tamil Nadu,2017,Stamps & Registration,9194.63
Tamil Nadu,2017,State Excise,5815.3
Tamil Nadu,2017,Total Revenue Receipts,146279.76
Tamil Nadu,2018,Capital: Internal Debt,45596.47
Tamil Nadu,2018,Capital: Loan Recoveries,6913.43
Tamil Nadu,2018,Capital: Loans from Centre,2339.75
Tamil Nadu,2018,Capital: Misc Receipts,0.0
Tamil Nadu,2018,Capital: Public Debt Receipts,47936.22
Tamil Nadu,2018,FC Grant: Health,0.0
Tamil Nadu,2018,FC Grant: Others,0.0
Tamil Nadu,2018,FC Grant: Revenue Deficit,0.0
Tamil Nadu,2018,FC Grant: Rural Local Bodies,1634.99
Tamil Nadu,2018,FC Grant: SDMF,0.0
Tamil Nadu,2018,FC Grant: SDRF,707.4
Tamil Nadu,2018,FC Grant: Urban Local Bodies,1363.07
Tamil Nadu,2018,Grants in Aid,23368.21
Tamil Nadu,2018,Motor Vehicle Tax,5572.8
Tamil Nadu,2018,Non-Debt Capital Receipts,6913.43
Tamil Nadu,2018,Non-Tax Revenue,14200.02
Tamil Nadu,2018,SGST,38533.09
Tamil Nadu,2018,SOTR,105534.16
Tamil Nadu,2018,Sales/Trade Tax,42701.07
Tamil Nadu,2018,Share in Union Taxes,30638.77
Tamil Nadu,2018,Stamps & Registration,11066.18
Tamil Nadu,2018,State Excise,6863.12
Tamil Nadu,2018,Total Revenue Receipts,173741.16
Tamil Nadu,2019,Capital: Internal Debt,64784.61
Tamil Nadu,2019,Capital: Loan Recoveries,5384.01
Tamil Nadu,2019,Capital: Loans from Centre,1989.69
Tamil Nadu,2019,Capital: Misc Receipts,0.0
Tamil Nadu,2019,Capital: Public Debt Receipts,66774.3
Tamil Nadu,2019,FC Grant: Health,0.0
Tamil Nadu,2019,FC Grant: Others,0.0
Tamil Nadu,2019,FC Grant: Revenue Deficit,0.0
Tamil Nadu,2019,FC Grant: Rural Local Bodies,2698.05
Tamil Nadu,2019,FC Grant: SDMF,0.0
Tamil Nadu,2019,FC Grant: SDRF,500.85
Tamil Nadu,2019,FC Grant: Urban Local Bodies,2706.79
Tamil Nadu,2019,Grants in Aid,27783.370000000003
Tamil Nadu,2019,Motor Vehicle Tax,5674.64
Tamil Nadu,2019,Non-Debt Capital Receipts,5384.01
Tamil Nadu,2019,Non-Tax Revenue,12887.84
Tamil Nadu,2019,SGST,38376.19
Tamil Nadu,2019,SOTR,107462.29
Tamil Nadu,2019,Sales/Trade Tax,44515.44
Tamil Nadu,2019,Share in Union Taxes,26392.41
Tamil Nadu,2019,Stamps & Registration,10855.65
Tamil Nadu,2019,State Excise,7205.97
Tamil Nadu,2019,Total Revenue Receipts,174525.91
Tamil Nadu,2020,Capital: Internal Debt,91997.03
Tamil Nadu,2020,Capital: Loan Recoveries,5245.25
Tamil Nadu,2020,Capital: Loans from Centre,10869.94
Tamil Nadu,2020,Capital: Misc Receipts,0.0
Tamil Nadu,2020,Capital: Public Debt Receipts,102866.97
Tamil Nadu,2020,FC Grant: Health,0.0
Tamil Nadu,2020,FC Grant: Others,0.0
Tamil Nadu,2020,FC Grant: Revenue Deficit,4024.94
Tamil Nadu,2020,FC Grant: Rural Local Bodies,2156.77
Tamil Nadu,2020,FC Grant: SDMF,0.0
Tamil Nadu,2020,FC Grant: SDRF,1020.0
Tamil Nadu,2020,FC Grant: Urban Local Bodies,1441.75
Tamil Nadu,2020,Grants in Aid,32576.98
Tamil Nadu,2020,Motor Vehicle Tax,4561.17
Tamil Nadu,2020,Non-Debt Capital Receipts,5245.25
Tamil Nadu,2020,Non-Tax Revenue,10421.85
Tamil Nadu,2020,SGST,37942.1
Tamil Nadu,2020,SOTR,106152.96
Tamil Nadu,2020,Sales/Trade Tax,43489.31
Tamil Nadu,2020,Share in Union Taxes,24924.51
Tamil Nadu,2020,Stamps & Registration,11675.04
Tamil Nadu,2020,State Excise,7821.66
Tamil Nadu,2020,Total Revenue Receipts,174076.3
Tamil Nadu,2021,Capital: Internal Debt,90842.61
Tamil Nadu,2021,Capital: Loan Recoveries,5354.77
Tamil Nadu,2021,Capital: Loans from Centre,13642.38
Tamil Nadu,2021,Capital: Misc Receipts,0.01
Tamil Nadu,2021,Capital: Public Debt Receipts,104484.99
Tamil Nadu,2021,FC Grant: Health,0.0
Tamil Nadu,2021,FC Grant: Others,0.0
Tamil Nadu,2021,FC Grant: Revenue Deficit,3009.93
Tamil Nadu,2021,FC Grant: Rural Local Bodies,4116.23
Tamil Nadu,2021,FC Grant: SDMF,0.0
Tamil Nadu,2021,FC Grant: SDRF,816.0
Tamil Nadu,2021,FC Grant: Urban Local Bodies,1608.25
Tamil Nadu,2021,Grants in Aid,35050.97
Tamil Nadu,2021,Motor Vehicle Tax,5627.4
Tamil Nadu,2021,Non-Debt Capital Receipts,5354.780000000001
Tamil Nadu,2021,Non-Tax Revenue,12116.52
Tamil Nadu,2021,SGST,45276.49
Tamil Nadu,2021,SOTR,122866.29
Tamil Nadu,2021,Sales/Trade Tax,48668.21
Tamil Nadu,2021,Share in Union Taxes,37458.62
Tamil Nadu,2021,Stamps & Registration,14330.98
Tamil Nadu,2021,State Excise,8236.63
Tamil Nadu,2021,Total Revenue Receipts,207492.4
Tamil Nadu,2022,Capital: Internal Debt,90806.43
Tamil Nadu,2022,Capital: Loan Recoveries,1078.1
Tamil Nadu,2022,Capital: Loans from Centre,10255.28
Tamil Nadu,2022,Capital: Misc Receipts,41.97
Tamil Nadu,2022,Capital: Public Debt Receipts,101061.71
Tamil Nadu,2022,FC Grant: Health,0.0
Tamil Nadu,2022,FC Grant: Others,801.08
Tamil Nadu,2022,FC Grant: Revenue Deficit,0.0
Tamil Nadu,2022,FC Grant: Rural Local Bodies,2761.0
Tamil Nadu,2022,FC Grant: SDMF,311.1
Tamil Nadu,2022,FC Grant: SDRF,856.8
Tamil Nadu,2022,FC Grant: Urban Local Bodies,1061.7
Tamil Nadu,2022,Grants in Aid,37734.4
Tamil Nadu,2022,Motor Vehicle Tax,7513.43
Tamil Nadu,2022,Non-Debt Capital Receipts,1120.07
Tamil Nadu,2022,Non-Tax Revenue,17060.97
Tamil Nadu,2022,SGST,53822.69
Tamil Nadu,2022,SOTR,150222.75
Tamil Nadu,2022,Sales/Trade Tax,59143.55
Tamil Nadu,2022,Share in Union Taxes,38731.24
Tamil Nadu,2022,Stamps & Registration,17559.89
Tamil Nadu,2022,State Excise,10422.71
Tamil Nadu,2022,Total Revenue Receipts,243749.36
Tamil Nadu,2023,Capital: Internal Debt,116602.22
Tamil Nadu,2023,Capital: Loan Recoveries,4024.47
Tamil Nadu,2023,Capital: Loans from Centre,14994.92
Tamil Nadu,2023,Capital: Misc Receipts,11.88
Tamil Nadu,2023,Capital: Public Debt Receipts,131597.14
Tamil Nadu,2023,Electricity Duty,5679.84
Tamil Nadu,2023,FC Grant: Health,0.0
Tamil Nadu,2023,FC Grant: Others,838.94
Tamil Nadu,2023,FC Grant: Revenue Deficit,0.0
Tamil Nadu,2023,FC Grant: Rural Local Bodies,2791.0
Tamil Nadu,2023,FC Grant: SDMF,107.1
Tamil Nadu,2023,FC Grant: SDRF,900.0
Tamil Nadu,2023,FC Grant: Urban Local Bodies,1613.72
Tamil Nadu,2023,Grants in Aid,25342.15
Tamil Nadu,2023,Motor Vehicle Tax,9374.62
Tamil Nadu,2023,Non-Debt Capital Receipts,4036.35
Tamil Nadu,2023,Non-Tax Revenue,25903.84
Tamil Nadu,2023,SGST,61960.29
Tamil Nadu,2023,SOTR,167278.4
Tamil Nadu,2023,Sales/Trade Tax,60199.8
Tamil Nadu,2023,Share in Union Taxes,46072.27
Tamil Nadu,2023,Stamps & Registration,19013.35
Tamil Nadu,2023,State Excise,10774.29
Tamil Nadu,2023,Total Revenue Receipts,264596.66
Telangana,2013,Capital: Internal Debt,0.0
Telangana,2013,Capital: Loan Recoveries,0.0
Telangana,2013,Capital: Loans from Centre,0.0
Telangana,2013,Capital: Misc Receipts,0.0
Telangana,2013,Capital: Public Debt Receipts,0.0
Telangana,2013,Grants in Aid,0.0
Telangana,2013,Non-Debt Capital Receipts,0.0
Telangana,2013,Non-Tax Revenue,0.0
Telangana,2013,SOTR,0.0
Telangana,2013,Share in Union Taxes,0.0
Telangana,2013,Total Revenue Receipts,0.0
Telangana,2014,Capital: Internal Debt,9494.12
Telangana,2014,Capital: Loan Recoveries,76.6
Telangana,2014,Capital: Loans from Centre,86.37
Telangana,2014,Capital: Misc Receipts,0.0
Telangana,2014,Capital: Public Debt Receipts,9580.49
Telangana,2014,Grants in Aid,7118.09
Telangana,2014,Motor Vehicle Tax,1617.66
Telangana,2014,Non-Debt Capital Receipts,76.6
Telangana,2014,Non-Tax Revenue,6446.82
Telangana,2014,SGST,0.0
Telangana,2014,SOTR,29288.3
Telangana,2014,Sales/Trade Tax,22120.77
Telangana,2014,Share in Union Taxes,8188.58
Telangana,2014,Stamps & Registration,2176.9
Telangana,2014,State Excise,2807.69
Telangana,2014,Total Revenue Receipts,51041.79
Telangana,2015,Capital: Internal Debt,16576.71
Telangana,2015,Capital: Loan Recoveries,87.65
Telangana,2015,Capital: Loans from Centre,920.87
Telangana,2015,Capital: Misc Receipts,0.0
Telangana,2015,Capital: Public Debt Receipts,17497.58
Telangana,2015,Grants in Aid,9394.119999999999
Telangana,2015,Motor Vehicle Tax,2309.13
Telangana,2015,Non-Debt Capital Receipts,87.65
Telangana,2015,Non-Tax Revenue,14414.36
Telangana,2015,SGST,0.0
Telangana,2015,SOTR,39974.63
Telangana,2015,Sales/Trade Tax,29846.91
Telangana,2015,Share in Union Taxes,12350.72
Telangana,2015,Stamps & Registration,3102.23
Telangana,2015,State Excise,3809.07
Telangana,2015,Total Revenue Receipts,76133.83
Telangana,2016,Capital: Internal Debt,43863.17
Telangana,2016,Capital: Loan Recoveries,156.02
Telangana,2016,Capital: Loans from Centre,956.12
Telangana,2016,Capital: Misc Receipts,0.0
Telangana,2016,Capital: Public Debt Receipts,44819.29
Telangana,2016,Grants in Aid,9751.91
Telangana,2016,Motor Vehicle Tax,3394.16
Telangana,2016,Non-Debt Capital Receipts,156.02
Telangana,2016,Non-Tax Revenue,9781.71
Telangana,2016,SGST,0.0
Telangana,2016,SOTR,48407.73
Telangana,2016,Sales/Trade Tax,34234.69
Telangana,2016,Share in Union Taxes,14876.61
Telangana,2016,Stamps & Registration,3821.65
Telangana,2016,State Excise,5580.71
Telangana,2016,Total Revenue Receipts,82817.96
Telangana,2017,Capital: Internal Debt,48516.72
Telangana,2017,Capital: Loan Recoveries,137.96
Telangana,2017,Capital: Loans from Centre,636.68
Telangana,2017,Capital: Misc Receipts,0.0
Telangana,2017,Capital: Public Debt Receipts,49153.4
Telangana,2017,FC Grant: Health,0.0
Telangana,2017,FC Grant: Others,0.0
Telangana,2017,FC Grant: Revenue Deficit,0.0
Telangana,2017,FC Grant: Rural Local Bodies,928.47
Telangana,2017,FC Grant: SDMF,0.0
Telangana,2017,FC Grant: SDRF,0.0
Telangana,2017,FC Grant: Urban Local Bodies,239.07
Telangana,2017,Grants in Aid,8058.8
Telangana,2017,Motor Vehicle Tax,3589.48
Telangana,2017,Non-Debt Capital Receipts,137.96
Telangana,2017,Non-Tax Revenue,7825.39
Telangana,2017,SGST,13072.91
Telangana,2017,SOTR,56519.82
Telangana,2017,Sales/Trade Tax,25106.49
Telangana,2017,Share in Union Taxes,16420.08
Telangana,2017,Stamps & Registration,4202.46
Telangana,2017,State Excise,9421.33
Telangana,2017,Total Revenue Receipts,88824.09
Telangana,2018,Capital: Internal Debt,50528.5
Telangana,2018,Capital: Loan Recoveries,65.82
Telangana,2018,Capital: Loans from Centre,433.46
Telangana,2018,Capital: Misc Receipts,0.0
Telangana,2018,Capital: Public Debt Receipts,50961.96
Telangana,2018,FC Grant: Health,0.0
Telangana,2018,FC Grant: Others,0.0
Telangana,2018,FC Grant: Revenue Deficit,0.0
Telangana,2018,FC Grant: Rural Local Bodies,1071.59
Telangana,2018,FC Grant: SDMF,0.0
Telangana,2018,FC Grant: SDRF,226.5
Telangana,2018,FC Grant: Urban Local Bodies,508.04
Telangana,2018,Grants in Aid,8177.79
Telangana,2018,Motor Vehicle Tax,3761.94
Telangana,2018,Non-Debt Capital Receipts,65.82
Telangana,2018,Non-Tax Revenue,10007.42
Telangana,2018,SGST,23840.18
Telangana,2018,SOTR,64674.07
Telangana,2018,Sales/Trade Tax,20290.5
Telangana,2018,Share in Union Taxes,18560.88
Telangana,2018,Stamps & Registration,5344.04
Telangana,2018,State Excise,10637.57
Telangana,2018,Total Revenue Receipts,101420.16
Telangana,2019,Capital: Internal Debt,75325.91
Telangana,2019,Capital: Loan Recoveries,61.95
Telangana,2019,Capital: Loans from Centre,207.46
Telangana,2019,Capital: Misc Receipts,0.0
Telangana,2019,Capital: Public Debt Receipts,75533.37
Telangana,2019,FC Grant: Health,0.0
Telangana,2019,FC Grant: Others,0.0
Telangana,2019,FC Grant: Revenue Deficit,0.0
Telangana,2019,FC Grant: Rural Local Bodies,1570.58
Telangana,2019,FC Grant: SDMF,0.0
Telangana,2019,FC Grant: SDRF,487.5
Telangana,2019,FC Grant: Urban Local Bodies,1160.95
Telangana,2019,Grants in Aid,11598.42
Telangana,2019,Motor Vehicle Tax,3934.75
Telangana,2019,Non-Debt Capital Receipts,61.95
Telangana,2019,Non-Tax Revenue,7360.31
Telangana,2019,SGST,23516.7
Telangana,2019,SOTR,67597.49
Telangana,2019,Sales/Trade Tax,20674.42
Telangana,2019,Share in Union Taxes,15987.59
Telangana,2019,Stamps & Registration,6671.05
Telangana,2019,State Excise,11991.58
Telangana,2019,Total Revenue Receipts,102543.81
Telangana,2020,Capital: Internal Debt,113920.91
Telangana,2020,Capital: Loan Recoveries,58.36
Telangana,2020,Capital: Loans from Centre,2665.34
Telangana,2020,Capital: Misc Receipts,0.0
Telangana,2020,Capital: Public Debt Receipts,116586.25
Telangana,2020,FC Grant: Health,0.0
Telangana,2020,FC Grant: Others,0.0
Telangana,2020,FC Grant: Revenue Deficit,0.0
Telangana,2020,FC Grant: Rural Local Bodies,1847.0
Telangana,2020,FC Grant: SDMF,0.0
Telangana,2020,FC Grant: SDRF,449.0
Telangana,2020,FC Grant: Urban Local Bodies,838.57
Telangana,2020,Grants in Aid,15471.130000000001
Telangana,2020,Motor Vehicle Tax,3337.96
Telangana,2020,Non-Debt Capital Receipts,58.36
Telangana,2020,Non-Tax Revenue,6101.24
Telangana,2020,SGST,22190.34
Telangana,2020,SOTR,66650.37
Telangana,2020,Sales/Trade Tax,20903.9
Telangana,2020,Share in Union Taxes,12691.62
Telangana,2020,Stamps & Registration,5243.28
Telangana,2020,State Excise,14369.84
Telangana,2020,Total Revenue Receipts,100914.36
Telangana,2021,Capital: Internal Debt,114268.93
Telangana,2021,Capital: Loan Recoveries,47.7
Telangana,2021,Capital: Loans from Centre,4783.63
Telangana,2021,Capital: Misc Receipts,0.0
Telangana,2021,Capital: Public Debt Receipts,119052.56
Telangana,2021,FC Grant: Health,0.0
Telangana,2021,FC Grant: Others,0.0
Telangana,2021,FC Grant: Revenue Deficit,0.0
Telangana,2021,FC Grant: Rural Local Bodies,1100.7
Telangana,2021,FC Grant: SDMF,0.0
Telangana,2021,FC Grant: SDRF,359.2
Telangana,2021,FC Grant: Urban Local Bodies,327.43
Telangana,2021,Grants in Aid,8619.259999999998
Telangana,2021,Motor Vehicle Tax,4380.61
Telangana,2021,Non-Debt Capital Receipts,47.7
Telangana,2021,Non-Tax Revenue,8857.41
Telangana,2021,SGST,28916.87
Telangana,2021,SOTR,91271.37
Telangana,2021,Sales/Trade Tax,26973.83
Telangana,2021,Share in Union Taxes,18720.54
Telangana,2021,Stamps & Registration,12372.73
Telangana,2021,State Excise,17482.19
Telangana,2021,Total Revenue Receipts,127468.58
Telangana,2022,Capital: Internal Debt,124382.63
Telangana,2022,Capital: Loan Recoveries,628.84
Telangana,2022,Capital: Loans from Centre,2500.98
Telangana,2022,Capital: Misc Receipts,0.0
Telangana,2022,Capital: Public Debt Receipts,126883.61
Telangana,2022,FC Grant: Health,419.19
Telangana,2022,FC Grant: Others,0.0
Telangana,2022,FC Grant: Revenue Deficit,0.0
Telangana,2022,FC Grant: Rural Local Bodies,2097.5
Telangana,2022,FC Grant: SDMF,0.0
Telangana,2022,FC Grant: SDRF,188.8
Telangana,2022,FC Grant: Urban Local Bodies,717.5
Telangana,2022,Grants in Aid,13179.21
Telangana,2022,Motor Vehicle Tax,6736.91
Telangana,2022,Non-Debt Capital Receipts,628.84
Telangana,2022,Non-Tax Revenue,19553.98
Telangana,2022,SGST,36248.41
Telangana,2022,SOTR,106948.93
Telangana,2022,Sales/Trade Tax,29604.21
Telangana,2022,Share in Union Taxes,19668.15
Telangana,2022,Stamps & Registration,14228.18
Telangana,2022,State Excise,18470.45
Telangana,2022,Total Revenue Receipts,159350.27
Telangana,2023,Capital: Internal Debt,148625.71
Telangana,2023,Capital: Loan Recoveries,35.97
Telangana,2023,Capital: Loans from Centre,1948.34
Telangana,2023,Capital: Misc Receipts,0.0
Telangana,2023,Capital: Public Debt Receipts,150574.05
Telangana,2023,Electricity Duty,17.11
Telangana,2023,FC Grant: Health,0.0
Telangana,2023,FC Grant: Others,0.0
Telangana,2023,FC Grant: Revenue Deficit,0.0
Telangana,2023,FC Grant: Rural Local Bodies,1424.18
Telangana,2023,FC Grant: SDMF,0.0
Telangana,2023,FC Grant: SDRF,584.8
Telangana,2023,FC Grant: Urban Local Bodies,915.44
Telangana,2023,Grants in Aid,9933.69
Telangana,2023,Motor Vehicle Tax,7094.82
Telangana,2023,Non-Debt Capital Receipts,35.97
Telangana,2023,Non-Tax Revenue,23819.5
Telangana,2023,SGST,39295.04
Telangana,2023,SOTR,111798.13
Telangana,2023,Sales/Trade Tax,29989.55
Telangana,2023,Share in Union Taxes,23742.04
Telangana,2023,Stamps & Registration,14295.56
Telangana,2023,State Excise,20298.89
Telangana,2023,Total Revenue Receipts,169293.36
Tripura,2013,Capital: Internal Debt,783.25
Tripura,2013,Capital: Loans from Centre,3.73
Tripura,2013,Capital: Misc Receipts,0.0
